# LAMMPS data file for rigid bodies

10	atoms		
3	atom types	

0  0.02 xlo xhi
0  0.01 ylo yhi
0  0.10 zlo zhi

Atoms				

1	1 2e-3 2500	0.0020 0.005 0.0495
7	1 2e-3 2500	0.0040 0.005 0.0495
8	1 2e-3 2500	0.0060 0.005 0.0495
4	1 2e-3 2500	0.0080 0.005 0.0505
5	1 2e-3 2500	0.0100 0.005 0.0505
6	1 2e-3 2500	0.0120 0.005 0.0505
2	1 2e-3 2500	0.0140 0.005 0.0505
3	1 2e-3 2500	0.0160 0.005 0.0505
9	1 2e-3 2500	0.0180 0.005 0.0505
10	1 2e-3 2500	0.0020 0.002 0.0505

Velocities

1   0 0 1 0 0 0
7   0 0 1 0 0 0
8   0 0 1 0 0 0
4   0 0 -1 0 0 0
5   0 0 -1 0 0 0
6   0 0 -1 0 0 0
2   0 0 -1 0 0 0
3   0 0 -1 0 0 0
9   0 0 -1 0 0 0
10  0 0 -1 0 0 0
